Date,Open,High,Low,Close,Adj Close,Volume
2010-04-01,390.000000,390.000000,385.220001,387.850006,341.634125,3704610
2010-04-05,391.760010,391.920013,384.880005,389.700012,343.263672,3561920
2010-04-06,390.000000,390.000000,385.079987,386.579987,340.515442,2210720
2010-04-07,388.000000,389.589996,385.200012,386.350006,340.312836,2689025
2010-04-08,385.980011,385.980011,378.760010,380.559998,335.212799,3119415
2010-04-09,378.100006,391.399994,378.100006,389.869995,343.413422,3103825
2010-04-12,387.739990,393.579987,387.739990,390.839996,344.267853,2285320
2010-04-13,390.000000,392.579987,386.200012,390.339996,343.827454,3170650
2010-04-15,391.000000,394.980011,388.839996,391.410004,344.769928,4773680
2010-04-16,389.000000,394.880005,385.200012,392.850006,346.038330,2616280
2010-04-19,390.000000,391.760010,385.200012,386.820007,340.726868,3060415
2010-04-20,385.799988,391.390015,385.799988,388.910004,342.567780,2719660
2010-04-21,389.799988,392.000000,387.000000,388.200012,341.942413,1972250
2010-04-22,387.760010,394.000000,381.609985,386.829987,340.735626,3447555
2010-04-23,387.000000,391.410004,385.730011,390.359985,343.845062,2658530
2010-04-26,391.540009,399.380005,391.540009,397.920013,350.504181,3949140
2010-04-27,397.799988,399.200012,393.559998,395.910004,348.733704,2242235
2010-04-28,391.600006,397.350006,391.600006,393.630005,346.725372,2855885
2010-04-29,394.380005,399.000000,389.290009,397.149994,349.825928,4698225
2010-04-30,399.609985,402.000000,396.600006,400.089996,352.415588,3554805
2010-05-03,397.000000,397.000000,392.420013,393.959991,347.016022,2503535
2010-05-04,396.959991,396.959991,386.440002,387.399994,341.237732,2294480
2010-05-05,386.399994,386.739990,376.019989,383.269989,337.599884,4007135
2010-05-06,381.000000,383.200012,375.399994,379.100006,333.926788,2630615
2010-05-07,374.200012,375.000000,367.200012,369.609985,325.567596,4892905
2010-05-10,372.649994,387.600006,366.000000,386.839996,340.744507,3213270
2010-05-11,387.600006,391.000000,382.649994,389.660004,343.228424,3482325
2010-05-12,389.799988,396.200012,389.799988,394.980011,347.914520,3435410
2010-05-13,396.239990,399.000000,390.040009,393.070007,346.232117,3186095
2010-05-14,392.799988,394.600006,388.450012,390.350006,343.836273,2350075
2010-05-17,388.399994,389.359985,382.899994,385.769989,339.801941,3301800
2010-05-18,383.600006,385.000000,378.040009,379.160004,333.979614,3060780
2010-05-19,375.799988,377.600006,368.320007,373.709991,329.179016,4545040
2010-05-20,374.799988,375.279999,367.260010,370.190002,326.078461,1694500
2010-05-21,364.000000,370.000000,360.220001,365.309998,321.779907,2749310
2010-05-24,367.040009,373.500000,362.209991,364.910004,321.427643,2405455
2010-05-25,362.359985,364.000000,357.000000,360.750000,317.763306,2767175
2010-05-26,362.559998,370.649994,362.459991,365.549988,321.991394,3500695
2010-05-27,363.000000,381.399994,362.200012,379.320007,334.120605,5654930
2010-05-28,379.320007,382.799988,377.049988,379.359985,334.155792,2939625
2010-05-31,379.200012,379.720001,373.000000,377.690002,332.684814,2192055
2010-06-01,377.940002,378.000000,367.600006,371.019989,326.809601,2841365
2010-06-02,369.600006,372.549988,365.600006,370.609985,326.448425,4725835
2010-06-03,372.820007,382.000000,372.820007,381.119995,335.706055,3398445
2010-06-04,381.200012,381.959991,376.019989,377.140015,332.200348,2547175
2010-06-07,373.399994,378.970001,361.670013,375.329987,330.605988,4809565
2010-06-08,376.000000,379.399994,370.600006,372.540009,328.148468,2835570
2010-06-09,372.000000,379.119995,370.309998,376.179993,331.354706,2896170
2010-06-10,376.179993,384.390015,372.600006,383.230011,348.687653,4255235
2010-06-11,384.220001,390.000000,384.220001,389.260010,354.174164,5407690
2010-06-14,389.260010,395.000000,389.260010,394.630005,359.060150,3744490
2010-06-15,395.000000,396.000000,390.600006,392.779999,357.376923,2280390
2010-06-16,395.000000,398.000000,393.609985,395.209991,359.587799,4542145
2010-06-17,396.600006,399.799988,393.609985,399.220001,363.236389,3994300
2010-06-18,398.399994,399.589996,395.670013,398.339996,362.435699,2450700
2010-06-21,400.320007,402.000000,398.019989,399.769989,363.736847,3550825
2010-06-22,399.000000,400.000000,396.489990,397.410004,361.589539,2131220
2010-06-23,396.940002,400.739990,395.100006,399.750000,363.718628,2122020
2010-06-24,399.410004,401.399994,396.000000,400.320007,364.237274,4413275
2010-06-25,396.029999,398.399994,388.000000,389.529999,354.419769,3617580
2010-06-28,390.420013,392.799988,384.649994,390.140015,354.974823,2664540
2010-06-29,388.019989,389.760010,379.220001,380.880005,346.549469,3975580
2010-06-30,379.000000,387.779999,375.799988,383.799988,349.206268,4383780
2010-07-01,382.399994,385.940002,379.000000,381.480011,347.095398,2891815
2010-07-02,381.480011,384.670013,379.989990,382.570007,348.087158,2056250
2010-07-05,380.200012,385.799988,379.600006,383.040009,348.514832,1290135
2010-07-06,383.000000,393.950012,382.000000,392.799988,357.395081,3124015
2010-07-07,393.769989,393.799988,386.209991,387.459991,352.536377,1983360
2010-07-08,392.000000,393.970001,388.450012,389.140015,354.064972,1681460
2010-07-09,391.000000,402.390015,390.019989,400.549988,364.446533,7850590
2010-07-12,401.799988,411.200012,401.399994,409.890015,372.944672,7434640
2010-07-13,410.399994,416.000000,407.480011,414.510010,377.148254,3128655
2010-07-14,416.000000,422.179993,414.649994,417.260010,379.650360,5279015
2010-07-15,418.000000,418.000000,411.000000,412.519989,375.337585,1619365
2010-07-16,412.799988,413.200012,406.239990,407.790009,371.033936,2356940
2010-07-19,408.399994,412.799988,404.399994,409.570007,372.653503,4382790
2010-07-20,409.570007,417.739990,407.200012,408.880005,372.025696,3342295
2010-07-21,410.019989,412.950012,405.000000,406.609985,369.960236,2321175
2010-07-22,406.000000,412.600006,405.000000,411.450012,374.364014,2787485
2010-07-23,413.799988,413.799988,405.179993,407.720001,370.970245,3460905
2010-07-26,409.000000,411.959991,406.829987,410.380005,373.390503,1518245
2010-07-27,410.640015,415.600006,409.000000,413.359985,376.101868,3322955
2010-07-28,414.399994,418.000000,411.989990,417.220001,379.613953,3285530
2010-07-29,418.179993,423.000000,416.649994,420.119995,382.252594,5632870
2010-07-30,419.540009,427.399994,416.000000,425.380005,387.038483,5849830
2010-08-02,426.000000,428.980011,424.269989,427.269989,388.758118,4131670
2010-08-03,428.000000,428.799988,422.350006,424.489990,386.228668,4055240
2010-08-04,423.000000,425.799988,418.239990,422.959991,384.836609,3683675
2010-08-05,413.000000,425.480011,413.000000,420.049988,382.188873,3677640
2010-08-06,418.649994,422.000000,416.290009,418.140015,380.451111,2730220
2010-08-09,418.000000,420.779999,414.269989,416.399994,378.867859,1309110
2010-08-10,417.089996,420.440002,413.950012,419.029999,381.260834,3673635
2010-08-11,420.200012,422.609985,415.589996,417.899994,380.232697,3667540
2010-08-12,415.380005,416.559998,409.600006,414.630005,377.257416,2484715
2010-08-13,412.309998,420.279999,411.649994,417.510010,379.877838,2624965
2010-08-16,415.679993,425.380005,414.079987,416.799988,379.231812,1796670
2010-08-17,421.600006,427.200012,416.220001,424.209991,385.973907,5032955
2010-08-18,426.000000,439.799988,426.000000,438.390015,398.875793,9711085
2010-08-19,437.000000,447.899994,437.000000,446.029999,405.827209,5190980
2010-08-20,442.309998,447.959991,441.040009,446.260010,406.036469,2099535
2010-08-23,442.570007,445.600006,436.600006,439.320007,399.722015,2048715
2010-08-24,439.320007,444.000000,432.019989,441.730011,401.914795,2670070
2010-08-25,440.200012,443.000000,435.709991,438.450012,398.930420,2647805
2010-08-26,435.720001,442.769989,433.299988,435.670013,396.401001,5097025
2010-08-27,436.000000,437.989990,425.130005,427.829987,389.267639,2887620
2010-08-30,432.000000,435.540009,423.320007,426.339996,387.911896,1719115
2010-08-31,425.000000,428.000000,422.459991,426.850006,388.375977,2347540
2010-09-01,427.109985,431.000000,424.000000,429.850006,391.105591,2404050
2010-09-02,431.959991,438.989990,431.959991,437.489990,398.056915,2897665
2010-09-03,438.799988,440.000000,433.649994,438.790009,399.239716,2029540
2010-09-06,439.600006,443.940002,437.029999,440.859985,401.123169,2386610
2010-09-07,443.200012,443.200012,436.510010,439.820007,400.176971,2101960
2010-09-08,437.600006,439.980011,434.260010,435.920013,396.628479,2492400
2010-09-09,439.000000,450.000000,436.619995,448.970001,408.502167,6507395
2010-09-13,450.019989,459.000000,449.600006,456.489990,415.344391,3648895
2010-09-14,457.200012,470.000000,457.200012,466.839996,424.761505,8174365
2010-09-15,467.799988,476.799988,467.209991,475.089996,432.267822,6375790
2010-09-16,475.140015,483.000000,471.070007,479.059998,435.880005,6383695
2010-09-17,479.059998,485.200012,477.399994,480.119995,436.844452,5375785
2010-09-20,480.640015,493.989990,479.260010,489.239990,445.142426,3773865
2010-09-21,491.019989,498.920013,491.019989,494.149994,449.609924,8177695
2010-09-22,494.000000,498.000000,490.059998,496.329987,451.593414,6262255
2010-09-23,494.309998,496.369995,490.630005,492.769989,448.354248,3095085
2010-09-24,481.630005,500.399994,481.630005,499.049988,454.068207,6977655
2010-09-27,500.000000,502.160004,486.739990,487.690002,443.732208,4169360
2010-09-28,487.600006,492.339996,484.279999,490.079987,445.906738,4716055
2010-09-29,494.799988,494.799988,485.239990,488.570007,444.532867,3898930
2010-09-30,486.000000,499.799988,485.339996,497.869995,452.994629,9239945
2010-10-01,498.399994,500.799988,492.470001,500.149994,455.069092,4432565
2010-10-04,500.149994,504.519989,496.640015,498.799988,453.840759,3495115
2010-10-05,496.279999,501.940002,487.489990,489.559998,445.433624,4299165
2010-10-06,491.000000,496.000000,490.000000,491.350006,447.062256,2054970
2010-10-07,491.399994,494.000000,485.309998,486.709991,442.840424,2253210
2010-10-08,487.029999,489.600006,478.000000,481.149994,437.781647,3726715
2010-10-11,488.160004,488.160004,473.329987,477.700012,434.642639,4955010
2010-10-12,479.609985,480.000000,467.910004,476.059998,433.150421,3904950
2010-10-13,477.000000,490.000000,473.399994,488.250000,444.241669,5143350
2010-10-14,489.000000,491.200012,482.010010,484.869995,441.166351,1926815
2010-10-15,484.880005,488.549988,475.989990,477.250000,434.233154,2931635
2010-10-18,507.980011,507.980011,470.600006,479.690002,436.453247,4137550
2010-10-19,484.600006,484.600006,471.709991,473.769989,431.066803,4162260
2010-10-20,473.799988,474.399994,465.619995,467.109985,425.007172,2465115
2010-10-21,466.010010,474.959991,463.329987,473.019989,430.384399,3648765
2010-10-22,476.000000,476.000000,463.700012,465.329987,423.387543,3237595
2010-10-25,467.200012,473.500000,459.799988,460.940002,419.393311,4314895
2010-10-26,461.600006,465.200012,458.200012,460.279999,418.792755,2534860
2010-10-27,461.200012,461.200012,448.079987,450.859985,410.221863,4110165
2010-10-28,451.299988,463.170013,448.200012,453.339996,412.478302,10534615
2010-10-29,456.000000,459.600006,447.399994,455.980011,414.880310,4066215
2010-11-01,459.600006,473.200012,457.010010,469.839996,427.491089,5067400
2010-11-02,473.000000,477.399994,468.600006,470.070007,427.700287,2780510
2010-11-03,472.200012,474.380005,470.209991,472.450012,429.865845,1770380
2010-11-04,478.000000,481.000000,473.510010,477.839996,434.769989,2429080
2010-11-08,478.679993,480.000000,465.089996,467.079987,424.979828,2127730
2010-11-09,468.000000,481.359985,466.070007,479.700012,436.462311,3429025
2010-11-10,480.000000,483.959991,476.670013,479.170013,435.980103,2233585
2010-11-11,477.019989,481.880005,467.250000,470.660004,428.237152,1682185
2010-11-12,469.000000,475.799988,461.000000,462.980011,421.249390,3100775
2010-11-15,463.000000,478.399994,462.799988,477.170013,434.160370,5703990
2010-11-16,479.940002,479.940002,465.000000,474.519989,431.749237,4574835
2010-11-18,483.799988,483.799988,463.750000,468.070007,425.880615,4157995
2010-11-19,469.000000,472.799988,458.399994,460.720001,419.193115,2938170
2010-11-22,464.200012,478.190002,461.200012,475.980011,433.077698,2755475
2010-11-23,473.000000,476.000000,461.489990,474.359985,431.603638,2854060
2010-11-24,470.799988,474.779999,457.989990,462.279999,420.612518,2064375
2010-11-25,465.000000,471.739990,458.450012,464.609985,422.732483,5671935
2010-11-26,465.200012,468.000000,455.200012,459.579987,418.155853,3784845
2010-11-29,460.000000,463.579987,457.000000,459.579987,418.155853,2954715
2010-11-30,459.399994,466.809998,451.700012,457.079987,415.881165,4313390
2010-12-01,457.709991,475.000000,456.000000,473.410004,430.739288,4020360
2010-12-02,475.600006,480.000000,470.619995,478.350006,435.234039,3684640
2010-12-03,479.000000,480.000000,474.399994,479.130005,435.943756,1980895
2010-12-06,484.000000,485.000000,475.049988,476.649994,433.687256,2340780
2010-12-07,476.000000,478.000000,465.700012,470.329987,427.936890,4298675
2010-12-08,468.000000,468.000000,453.040009,456.089996,414.980408,5872110
2010-12-09,454.630005,456.880005,443.859985,446.399994,406.163818,9141960
2010-12-10,440.000000,446.450012,434.059998,444.470001,404.407837,10310615
2010-12-13,448.600006,449.000000,436.279999,447.799988,407.437653,3955840
2010-12-14,449.399994,455.179993,442.399994,447.649994,407.301178,2961040
2010-12-15,446.000000,446.000000,430.000000,432.579987,393.589447,5605105
2010-12-16,432.600006,443.920013,430.000000,440.160004,400.486267,4879590
2010-12-20,439.959991,439.959991,430.290009,434.500000,395.336395,2580610
2010-12-21,434.600006,443.809998,434.380005,442.820007,402.906494,3087790
2010-12-22,446.600006,448.000000,434.010010,435.760010,396.482941,3751620
2010-12-23,436.000000,440.799988,434.790009,438.190002,398.693848,1631635
2010-12-24,437.799988,444.950012,435.000000,443.679993,403.688995,1758355
2010-12-27,443.799988,446.000000,439.420013,442.739990,402.833740,1885315
2010-12-28,444.779999,453.739990,443.029999,451.230011,410.558533,2337515
2010-12-29,451.200012,467.359985,450.709991,465.559998,423.596893,4035520
2010-12-30,467.239990,468.679993,457.609985,461.100006,419.538849,3626175
2010-12-31,461.000000,473.000000,458.410004,469.269989,426.972412,4124455
2011-01-03,474.000000,479.929993,470.079987,478.100006,435.006622,2699195
2011-01-04,477.299988,477.600006,466.600006,469.109985,426.826874,4142065
2011-01-05,469.940002,469.940002,459.500000,461.640015,420.030212,3912960
2011-01-06,463.200012,468.529999,461.799988,465.549988,423.587738,2717545
2011-01-07,465.239990,465.239990,452.200012,453.890015,412.978760,3974005
2011-01-10,451.209991,454.000000,427.600006,430.450012,391.651550,10035430
2011-01-11,434.000000,443.739990,425.000000,429.320007,390.623383,6078795
2011-01-12,433.799988,442.799988,421.320007,441.059998,401.305176,4952665
2011-01-13,441.799988,443.480011,425.279999,428.600006,389.968262,4743005
2011-01-14,430.000000,441.600006,406.000000,409.910004,372.962860,6395705
2011-01-17,412.000000,418.600006,410.109985,413.619995,376.338440,6140410
2011-01-18,417.359985,423.200012,409.329987,421.869995,383.844818,4210080
2011-01-19,422.329987,422.809998,412.600006,415.089996,377.675964,4496025
2011-01-20,413.850006,426.880005,409.179993,423.510010,385.337067,4819270
2011-01-21,420.799988,424.940002,415.220001,418.829987,381.078796,4148805
2011-01-24,419.000000,430.799988,414.600006,429.720001,390.987335,6387080
2011-01-25,430.239990,434.970001,414.019989,416.859985,379.286407,7055270
