Date,Open,High,Low,Close,Adj Close,Volume
2010-04-01,123.750000,126.849998,122.099998,122.849998,108.477303,943326
2010-04-05,123.800003,126.400002,121.900002,123.150002,108.742226,998197
2010-04-06,123.449997,123.449997,119.599998,122.449997,108.124084,993968
2010-04-07,123.000000,123.849998,121.150002,122.150002,107.859200,659826
2010-04-08,121.800003,122.800003,119.099998,119.800003,105.784126,644321
2010-04-09,120.449997,121.550003,120.000000,120.400002,106.313911,245180
2010-04-12,121.349998,121.349998,119.500000,119.800003,105.784126,211713
2010-04-13,120.000000,123.599998,117.650002,119.349998,105.386772,1557773
2010-04-15,119.800003,121.000000,118.800003,119.599998,105.607521,949070
2010-04-16,118.599998,120.849998,118.599998,120.150002,106.093185,935166
2010-04-19,118.750000,119.900002,118.099998,118.900002,104.989426,814708
2010-04-20,119.150002,120.000000,117.599998,118.349998,104.503769,518831
2010-04-21,118.900002,119.750000,115.400002,119.199997,105.254326,1060813
2010-04-22,119.599998,122.050003,118.900002,121.250000,107.064491,1303179
2010-04-23,121.750000,122.900002,120.900002,122.099998,107.815056,393462
2010-04-26,123.000000,123.400002,120.500000,121.750000,107.505981,272804
2010-04-27,121.800003,125.250000,121.199997,123.000000,108.609741,1046878
2010-04-28,121.750000,125.949997,120.099998,123.750000,109.271980,3655405
2010-04-29,124.750000,124.750000,118.500000,122.099998,107.815056,2226485
2010-04-30,122.900002,124.199997,122.000000,122.750000,108.388969,521293
2010-05-03,122.199997,124.500000,119.099998,119.699997,105.695847,429528
2010-05-04,120.699997,123.500000,120.150002,122.750000,108.388969,515223
2010-05-05,121.000000,122.500000,119.000000,122.050003,107.770889,496580
2010-05-06,121.699997,122.500000,119.400002,119.949997,105.916573,334861
2010-05-07,119.000000,121.000000,117.199997,119.599998,105.607521,387601
2010-05-10,120.250000,122.500000,119.099998,119.599998,105.607521,260814
2010-05-11,119.199997,120.900002,118.099998,118.599998,104.724503,322252
2010-05-12,119.300003,119.800003,116.099998,117.599998,103.841507,302544
2010-05-13,118.500000,121.699997,117.050003,121.150002,106.976181,406797
2010-05-14,120.800003,122.900002,119.250000,119.849998,105.828285,403127
2010-05-17,118.800003,119.300003,117.099998,118.300003,104.459618,234199
2010-05-18,118.150002,119.699997,117.099998,117.550003,103.797386,203512
2010-05-19,118.900002,122.250000,115.349998,116.300003,102.693619,781869
2010-05-20,116.900002,118.000000,113.599998,114.000000,100.662689,1116308
2010-05-21,112.099998,115.900002,110.500000,112.400002,99.249901,779677
2010-05-24,114.349998,115.699997,112.849998,113.349998,100.088737,366406
2010-05-25,113.449997,113.550003,108.599998,110.800003,97.837074,602950
2010-05-26,110.800003,117.400002,110.250000,113.099998,99.867981,1024647
2010-05-27,114.000000,118.400002,113.800003,117.250000,103.532463,915437
2010-05-28,118.699997,119.599998,116.250000,117.849998,104.062256,520416
2010-05-31,117.849998,120.400002,115.250000,119.250000,105.298485,289350
2010-06-01,119.000000,122.900002,117.349998,121.150002,106.976181,749619
2010-06-02,122.000000,122.000000,118.400002,120.199997,106.137344,1213027
2010-06-03,120.699997,122.900002,119.699997,121.150002,106.976181,907703
2010-06-04,120.199997,124.400002,120.000000,123.750000,109.271980,866893
2010-06-07,120.150002,122.900002,118.000000,121.800003,107.550140,737262
2010-06-08,120.300003,125.900002,118.750000,119.750000,105.739975,4091621
2010-06-09,120.300003,123.349998,119.800003,121.849998,107.594299,977183
2010-06-10,122.699997,123.550003,121.400002,122.750000,108.388969,926329
2010-06-11,123.800003,124.849998,121.449997,121.800003,107.550140,1188271
2010-06-14,122.000000,124.050003,121.400002,123.250000,108.830490,1042166
2010-06-15,123.000000,123.599998,122.150002,122.849998,108.477303,464669
2010-06-16,123.000000,127.800003,122.250000,124.699997,110.110847,4242923
2010-06-17,125.000000,130.500000,125.000000,129.899994,114.702484,2810304
2010-06-18,130.800003,132.449997,127.800003,128.399994,113.377983,2102272
2010-06-21,129.949997,132.250000,128.800003,129.199997,114.084381,1280197
2010-06-22,127.550003,130.500000,127.250000,129.500000,114.349289,718991
2010-06-23,129.000000,132.250000,128.149994,131.149994,115.806236,810618
2010-06-24,130.100006,132.899994,129.649994,130.350006,115.099831,938329
2010-06-25,130.350006,131.899994,129.000000,129.899994,114.702484,442886
2010-06-28,130.100006,135.850006,129.199997,134.699997,118.940903,1098688
2010-06-29,135.000000,137.000000,128.500000,129.750000,114.570038,1917697
2010-06-30,128.000000,132.500000,128.000000,131.750000,116.336060,889309
2010-07-01,130.899994,131.649994,129.500000,130.000000,114.790802,360218
2010-07-02,130.649994,131.149994,127.099998,128.399994,113.727913,361944
2010-07-05,127.099998,128.899994,125.599998,126.250000,111.823586,465130
2010-07-06,126.250000,127.900002,124.500000,126.800003,112.310738,1564765
2010-07-07,127.500000,127.650002,125.400002,126.699997,112.222176,994103
2010-07-08,128.000000,132.850006,127.449997,132.199997,117.093666,1544836
2010-07-09,131.500000,134.800003,131.500000,134.149994,118.820877,912479
2010-07-12,135.000000,135.399994,131.800003,132.550003,117.403702,940371
2010-07-13,134.000000,136.250000,132.500000,135.899994,120.370880,1358470
2010-07-14,138.199997,141.699997,137.250000,138.699997,122.850929,4634586
2010-07-15,140.000000,140.000000,134.199997,134.500000,119.130875,1063075
2010-07-16,135.550003,137.300003,134.449997,135.100006,119.662315,1261226
2010-07-19,135.250000,136.850006,134.000000,135.699997,120.193741,474253
2010-07-20,135.300003,137.800003,132.000000,132.600006,117.447975,605192
2010-07-21,133.000000,133.449997,130.649994,132.600006,117.447975,753009
2010-07-22,132.050003,135.250000,132.050003,134.899994,119.485184,443851
2010-07-23,135.500000,136.399994,132.899994,133.949997,118.643715,715098
2010-07-26,134.649994,139.949997,134.649994,137.649994,121.920921,2969228
2010-07-27,138.500000,139.000000,135.350006,136.250000,120.680901,775028
2010-07-28,136.750000,142.149994,136.000000,140.350006,124.312386,2315324
2010-07-29,141.000000,144.399994,140.750000,142.149994,125.906700,2396029
2010-07-30,142.000000,147.250000,140.399994,145.300003,128.696808,2329414
2010-08-02,146.000000,146.699997,140.850006,141.649994,125.463852,1163847
2010-08-03,142.800003,143.500000,140.300003,141.250000,125.109550,745290
2010-08-04,141.250000,141.899994,139.100006,139.750000,123.780945,827406
2010-08-05,140.399994,145.250000,139.550003,144.100006,127.633888,1581111
2010-08-06,145.449997,145.899994,140.850006,141.949997,125.729584,997382
2010-08-09,141.000000,145.800003,141.000000,145.000000,128.431030,741230
2010-08-10,146.000000,146.000000,142.250000,143.050003,126.703888,691332
2010-08-11,144.899994,144.899994,142.000000,142.949997,126.615288,331265
2010-08-12,142.000000,142.800003,140.350006,141.850006,125.640991,496029
2010-08-13,141.550003,145.149994,141.550003,142.850006,126.526733,549560
2010-08-16,144.000000,144.250000,140.800003,141.199997,125.065292,448847
2010-08-17,142.699997,142.699997,137.850006,138.949997,123.072388,1007325
2010-08-18,138.699997,145.100006,138.699997,144.300003,127.811050,1015791
2010-08-19,145.000000,145.500000,142.199997,143.250000,126.881042,276536
2010-08-20,142.699997,148.000000,142.300003,147.600006,130.733948,882486
2010-08-23,147.000000,153.600006,146.100006,152.800003,135.339737,1796909
2010-08-24,153.500000,157.899994,151.100006,152.899994,135.428314,1933159
2010-08-25,152.899994,153.250000,147.500000,148.800003,131.796860,428029
2010-08-26,147.199997,153.350006,146.000000,146.300003,129.582474,1143735
2010-08-27,146.300003,149.800003,146.000000,147.199997,130.379669,523516
2010-08-30,148.250000,152.699997,147.649994,150.250000,133.081131,1019960
2010-08-31,150.000000,150.000000,145.350006,147.600006,130.733948,731546
2010-09-01,148.899994,148.899994,145.300003,147.850006,130.955399,2043995
2010-09-02,148.649994,157.800003,148.500000,156.750000,138.838409,3388288
2010-09-03,158.399994,160.899994,157.000000,159.449997,141.229858,2279048
2010-09-06,160.800003,165.750000,159.500000,164.149994,145.392761,2396295
2010-09-07,165.000000,165.000000,158.649994,159.149994,140.964157,1193877
2010-09-08,156.050003,161.300003,156.050003,159.550003,141.318436,809631
2010-09-09,160.449997,161.699997,157.550003,158.100006,140.034149,570379
2010-09-13,158.350006,162.649994,158.350006,160.100006,141.805634,1066494
2010-09-14,161.000000,166.350006,161.000000,165.350006,146.455673,2008700
2010-09-15,165.550003,168.800003,164.550003,165.699997,146.765717,2402180
2010-09-16,167.699997,167.699997,154.100006,156.149994,138.306961,3477825
2010-09-17,157.699997,160.399994,156.649994,159.699997,141.451309,1484799
2010-09-20,164.100006,164.100006,158.000000,158.500000,140.388412,1042382
2010-09-21,159.000000,160.399994,155.300003,156.850006,138.926971,557990
2010-09-22,157.000000,159.000000,154.550003,156.500000,138.616959,836041
2010-09-23,156.750000,158.899994,155.199997,156.300003,138.439804,450201
2010-09-24,156.750000,163.649994,156.600006,162.800003,144.197067,1828520
2010-09-27,162.000000,168.300003,161.000000,166.500000,147.474304,1264678
2010-09-28,167.000000,168.000000,163.500000,163.899994,145.171356,858111
2010-09-29,165.250000,167.699997,162.100006,162.850006,144.241333,737810
2010-09-30,163.199997,166.449997,159.100006,163.649994,144.949936,768859
2010-10-01,164.000000,165.850006,163.050003,164.050003,145.304260,391587
2010-10-04,165.699997,170.899994,165.699997,167.149994,148.049988,1435620
2010-10-05,167.649994,169.850006,166.350006,167.050003,147.961441,787696
2010-10-06,168.000000,174.550003,167.050003,171.949997,152.301498,1441336
2010-10-07,172.250000,176.600006,170.199997,171.449997,151.858627,1301229
2010-10-08,172.699997,172.699997,167.649994,168.850006,149.555740,697254
2010-10-11,171.100006,179.250000,169.750000,177.899994,157.571594,2274153
2010-10-12,178.500000,179.949997,170.750000,172.100006,152.434387,2321338
2010-10-13,173.500000,173.500000,165.500000,166.899994,147.828552,2453496
2010-10-14,166.899994,169.000000,161.750000,162.449997,143.887039,1984743
2010-10-15,163.000000,165.449997,157.050003,158.550003,140.432724,1960273
2010-10-18,159.500000,159.500000,153.550003,156.250000,138.395538,1691873
2010-10-19,157.949997,161.800003,156.199997,158.800003,140.654129,1054819
2010-10-20,158.100006,161.899994,156.500000,158.899994,140.742722,717509
2010-10-21,159.300003,160.800003,157.600006,158.199997,140.920883,1428406
2010-10-22,159.500000,160.449997,156.050003,156.550003,139.451111,1976415
2010-10-25,158.300003,158.899994,155.250000,156.350006,139.272964,1956525
2010-10-26,157.399994,157.399994,155.000000,155.300003,138.337616,723733
2010-10-27,155.050003,155.899994,153.100006,155.300003,138.337616,542684
2010-10-28,156.000000,156.500000,151.100006,152.750000,136.066147,1582336
2010-10-29,153.500000,156.699997,152.199997,154.899994,137.981277,906502
2010-11-01,156.199997,158.449997,154.750000,157.149994,139.985550,1372983
2010-11-02,158.250000,161.399994,158.000000,159.100006,141.722565,1719802
2010-11-03,148.649994,163.399994,148.649994,162.800003,145.018433,1959114
2010-11-04,163.500000,164.699997,161.899994,162.550003,144.795731,1044853
2010-11-08,163.449997,167.500000,160.550003,166.250000,148.091599,1562058
2010-11-09,166.500000,167.000000,164.300003,165.500000,147.423523,521617
2010-11-10,165.500000,168.800003,165.100006,168.000000,149.650513,814646
2010-11-11,168.500000,168.949997,163.100006,164.149994,146.220947,543301
2010-11-12,163.000000,168.649994,162.250000,165.000000,146.978165,1111631
2010-11-15,165.500000,166.449997,156.000000,165.000000,146.978165,498887
2010-11-16,166.399994,174.899994,165.149994,167.500000,149.205109,2452050
2010-11-18,168.000000,170.750000,161.500000,163.199997,145.374771,1173196
2010-11-19,164.100006,167.500000,162.050003,163.850006,145.953735,1011111
2010-11-22,163.000000,170.000000,162.050003,168.750000,150.318573,872206
2010-11-23,169.899994,169.899994,162.500000,164.699997,146.710922,590646
2010-11-24,165.949997,168.300003,159.000000,160.899994,143.325943,503700
2010-11-25,135.899994,162.899994,135.899994,155.449997,138.471237,1637013
2010-11-26,156.500000,160.800003,151.000000,159.699997,142.257050,1371883
2010-11-29,160.899994,163.800003,158.149994,160.850006,143.281418,629052
2010-11-30,163.399994,164.399994,159.250000,161.350006,143.726837,1420922
2010-12-01,161.100006,166.449997,161.100006,165.550003,147.468094,768946
2010-12-02,166.199997,170.449997,166.149994,169.449997,150.942093,620211
2010-12-03,169.300003,174.699997,168.199997,171.050003,152.367340,1519184
2010-12-06,172.000000,176.399994,171.300003,172.449997,153.614441,1082634
2010-12-07,173.000000,174.250000,169.850006,172.199997,153.391739,668351
2010-12-08,171.899994,173.899994,170.550003,171.949997,153.169037,1253540
2010-12-09,171.000000,172.699997,159.250000,163.050003,145.241180,1763021
2010-12-10,162.000000,166.250000,158.600006,161.300003,143.682266,2545722
2010-12-13,163.100006,169.949997,163.100006,168.899994,150.452179,878259
2010-12-14,169.199997,170.199997,163.550003,165.300003,147.245361,1371550
2010-12-15,165.699997,166.300003,161.699997,162.750000,144.973938,602629
2010-12-16,162.750000,163.600006,158.899994,160.300003,142.791473,1315985
2010-12-20,161.699997,162.649994,159.600006,160.500000,142.969666,697796
2010-12-21,161.699997,164.699997,160.000000,163.000000,145.196609,1102940
2010-12-22,159.000000,164.699997,159.000000,163.800003,145.909210,414452
2010-12-23,163.899994,165.899994,162.600006,165.050003,147.022675,349548
2010-12-24,166.050003,166.899994,162.699997,164.149994,146.220947,556938
2010-12-27,164.000000,165.449997,163.500000,164.899994,146.889069,311831
2010-12-28,164.500000,168.850006,163.350006,167.800003,149.472351,604122
2010-12-29,169.350006,170.750000,166.199997,167.149994,148.893311,993367
2010-12-30,168.000000,170.399994,164.850006,169.449997,150.942093,1386523
2010-12-31,168.550003,169.500000,166.050003,166.899994,148.670624,900380
2011-01-03,168.000000,169.000000,165.250000,166.350006,148.180710,560739
2011-01-04,168.000000,172.899994,166.600006,171.949997,153.169037,1214329
2011-01-05,172.899994,174.750000,166.050003,168.199997,149.828644,1520065
2011-01-06,168.800003,169.649994,165.000000,165.149994,147.111755,877649
2011-01-07,165.800003,165.800003,154.500000,158.850006,141.499878,2475756
2011-01-10,158.850006,159.899994,150.000000,150.649994,134.195465,2918799
2011-01-11,151.000000,153.550003,146.199997,151.649994,135.086258,2141506
2011-01-12,153.000000,154.449997,148.100006,153.149994,136.422424,1098803
2011-01-13,153.899994,158.500000,153.050003,156.399994,139.317459,1417753
2011-01-14,156.600006,157.100006,152.500000,156.199997,139.139328,687453
2011-01-17,156.000000,158.699997,153.750000,154.750000,137.847733,1534437
2011-01-18,156.000000,156.699997,125.449997,137.800003,122.749016,14501370
2011-01-19,138.600006,144.449997,137.149994,138.850006,123.684349,7012518
