Date,Open,High,Low,Close,Adj Close,Volume
2010-04-01,54.444401,54.617802,53.503201,53.874699,46.683102,175733
2010-04-05,53.007801,61.850700,53.007801,58.060799,50.310406,586748
2010-04-06,58.457199,59.893799,56.574600,56.797600,49.215828,701032
2010-04-07,57.218700,58.704899,56.327000,56.648998,49.087070,326716
2010-04-08,56.723301,57.466400,54.989399,56.723301,49.151451,583444
2010-04-09,57.243401,57.615002,55.732498,56.104000,48.614822,317328
2010-04-12,56.153599,57.615002,55.757198,55.930599,48.464558,504881
2010-04-13,55.980202,56.921398,55.559101,56.178299,48.679199,214560
2010-04-15,56.450802,57.714100,56.178299,57.441601,49.773861,613034
2010-04-16,57.466400,58.184700,56.475601,57.392101,49.730965,668006
2010-04-19,56.971001,57.218700,55.261799,56.351700,48.829453,256044
2010-04-20,56.921398,57.441601,54.741699,55.682899,48.249928,507659
2010-04-21,55.881100,56.425999,55.559101,55.980202,48.507542,1464744
2010-04-22,56.450802,56.723301,55.608601,55.806801,48.357285,202548
2010-04-23,56.425999,56.723301,55.559101,55.732498,48.292912,169023
2010-04-26,56.178299,56.178299,55.237099,55.336201,47.949505,103886
2010-04-27,55.088501,56.029701,55.088501,55.930599,48.464558,110224
2010-04-28,55.930599,57.466400,54.592999,55.336201,47.949505,755786
2010-04-29,56.227901,56.227901,52.760101,53.181198,46.082169,677556
2010-04-30,53.949001,54.444401,52.636200,53.255501,46.146557,592568
2010-05-03,53.255501,55.459999,52.339001,54.419701,47.476280,635354
2010-05-04,53.255501,54.915100,53.255501,53.800400,46.936001,736424
2010-05-05,52.289398,53.750900,51.174801,52.859100,46.114792,1530532
2010-05-06,53.007801,53.973801,52.636200,53.379299,46.568623,267439
2010-05-07,53.007801,53.453602,52.388500,53.106800,46.330898,214679
2010-05-10,53.949001,54.246300,53.082100,53.478401,46.655087,363173
2010-05-11,53.478401,53.874699,52.561901,53.082100,46.309341,124984
2010-05-12,52.660999,53.998600,51.744499,53.676601,46.827995,853989
2010-05-13,53.849899,54.939800,53.775600,54.469200,47.519474,394665
2010-05-14,54.444401,55.261799,53.998600,55.014099,47.994846,166714
2010-05-17,55.435200,57.342499,54.122398,55.757198,48.643135,503448
2010-05-18,56.227901,58.209499,54.989399,56.822300,49.572334,507923
2010-05-19,56.822300,56.822300,54.493999,54.766399,47.778751,940469
2010-05-20,55.459999,56.698502,53.998600,54.692101,47.713932,422921
2010-05-21,53.924301,54.444401,53.032501,53.874699,47.000820,130846
2010-05-24,54.493999,55.237099,51.323399,52.091301,45.444969,725196
2010-05-25,51.273899,51.992199,49.118900,49.738098,43.392014,448359
2010-05-26,50.605099,51.917900,50.481201,51.050900,44.537308,778357
2010-05-27,51.150002,53.503201,50.877499,52.586700,45.877159,241696
2010-05-28,53.453602,53.701302,52.561901,53.007801,46.244522,68680
2010-05-31,53.007801,53.503201,52.041698,53.156399,46.374168,71361
2010-06-01,53.131599,53.453602,52.289398,52.512402,45.812344,131441
