"Date","Open","High","Low","Close"
"18 Mar 2019","2518.60","2534.50","2502.00","2521.55"
"15 Mar 2019","2500.55","2548.60","2464.30","2503.95"
"14 Mar 2019","2504.55","2528.80","2475.40","2491.75"
"13 Mar 2019","2530.45","2535.80","2474.00","2482.65"
"12 Mar 2019","2499.85","2563.45","2493.35","2534.45"
"11 Mar 2019","2481.60","2495.10","2464.45","2481.55"
"08 Mar 2019","2488.60","2493.75","2454.70","2461.25"
"07 Mar 2019","2549.65","2555.95","2474.25","2486.05"
"06 Mar 2019","2574.30","2586.95","2513.30","2532.80"
"05 Mar 2019","2549.25","2575.35","2531.70","2566.30"
"01 Mar 2019","2472.50","2552.65","2471.45","2544.60"
"28 Feb 2019","2467.60","2479.20","2425.35","2465.45"
"27 Feb 2019","2477.90","2515.15","2419.85","2443.95"
"26 Feb 2019","2366.50","2526.90","2350.10","2465.65"
"25 Feb 2019","2396.65","2420.85","2367.90","2388.70"
"22 Feb 2019","2377.50","2402.40","2364.85","2394.85"
"21 Feb 2019","2363.65","2402.85","2350.50","2387.00"
"20 Feb 2019","2363.95","2386.25","2336.60","2361.20"
"19 Feb 2019","2325.35","2379.85","2304.30","2357.25"
"18 Feb 2019","2305.85","2343.20","2287.15","2325.75"
"15 Feb 2019","2354.90","2356.25","2278.70","2309.95"
"14 Feb 2019","2266.10","2360.55","2234.50","2338.10"
"13 Feb 2019","2276.50","2287.40","2171.70","2250.10"
"12 Feb 2019","2249.80","2286.55","2241.35","2273.50"
"11 Feb 2019","2228.15","2254.15","2196.85","2243.60"
"08 Feb 2019","2245.40","2248.95","2206.65","2214.35"
"07 Feb 2019","2203.75","2265.60","2190.00","2256.65"
"06 Feb 2019","2124.25","2215.15","2124.25","2201.20"
"05 Feb 2019","2055.05","2128.00","2048.95","2115.15"
"04 Feb 2019","2070.75","2115.80","2013.35","2068.25"
"01 Feb 2019","2170.05","2242.25","2080.10","2097.25"
"31 Jan 2019","2202.75","2205.25","2109.50","2173.40"
"30 Jan 2019","2168.05","2205.50","2145.95","2197.05"
"29 Jan 2019","2136.55","2198.65","2115.70","2160.20"
"28 Jan 2019","2079.35","2169.55","1973.55","2147.55"
"25 Jan 2019","2391.15","2394.55","1895.90","1981.60"
"24 Jan 2019","2381.65","2397.75","2342.45","2369.60"
"23 Jan 2019","2345.45","2400.40","2343.80","2373.75"
"22 Jan 2019","2375.60","2376.35","2324.60","2343.25"
"21 Jan 2019","2402.45","2404.20","2369.90","2375.95"
"18 Jan 2019","2434.40","2435.90","2379.65","2389.60"
"17 Jan 2019","2486.25","2498.15","2408.70","2428.70"
"16 Jan 2019","2535.80","2559.30","2474.00","2480.40"
"15 Jan 2019","2481.00","2517.95","2480.85","2501.65"
"14 Jan 2019","2495.75","2496.65","2456.50","2471.85"
"11 Jan 2019","2505.25","2512.60","2487.50","2496.35"
"10 Jan 2019","2498.65","2512.40","2491.15","2496.95"
"09 Jan 2019","2509.45","2536.65","2490.30","2494.95"
"08 Jan 2019","2529.20","2531.55","2485.85","2495.90"
"07 Jan 2019","2539.10","2544.30","2509.60","2527.20"
"04 Jan 2019","2499.05","2526.55","2471.45","2519.15"
"03 Jan 2019","2552.15","2552.30","2485.35","2491.70"
"02 Jan 2019","2561.25","2575.00","2511.40","2540.50"
"01 Jan 2019","2571.60","2581.75","2542.05","2574.15"
"31 Dec 2018","2563.90","2587.80","2560.65","2566.20"
"28 Dec 2018","2503.05","2563.20","2503.05","2556.15"
"27 Dec 2018","2481.95","2512.60","2461.60","2507.85"
"26 Dec 2018","2409.40","2470.90","2392.10","2465.40"
"24 Dec 2018","2478.70","2486.30","2409.20","2414.30"
"21 Dec 2018","2521.05","2533.10","2447.15","2466.10"
"20 Dec 2018","2513.30","2537.20","2496.60","2513.80"
"19 Dec 2018","2492.80","2540.90","2458.00","2516.20"
"18 Dec 2018","2580.45","2580.55","2461.70","2492.60"
"17 Dec 2018","2551.10","2612.70","2546.70","2596.05"
"14 Dec 2018","2552.00","2569.30","2535.75","2562.55"
"13 Dec 2018","2541.05","2569.65","2538.95","2562.60"
"12 Dec 2018","2505.25","2536.70","2500.15","2531.40"
"11 Dec 2018","2434.05","2502.55","2430.60","2497.40"
"10 Dec 2018","2466.70","2472.85","2439.30","2451.60"
"07 Dec 2018","2475.30","2519.75","2471.40","2497.55"
"06 Dec 2018","2491.50","2512.00","2450.10","2473.50"
"05 Dec 2018","2527.70","2536.30","2489.65","2499.55"
"04 Dec 2018","2535.20","2554.65","2512.85","2542.05"
"03 Dec 2018","2564.95","2586.20","2521.20","2526.80"
"30 Nov 2018","2558.15","2583.40","2535.15","2549.85"
"29 Nov 2018","2538.85","2570.55","2535.45","2547.35"
"28 Nov 2018","2477.65","2537.80","2476.60","2523.40"
"27 Nov 2018","2465.80","2477.85","2447.90","2470.50"
"26 Nov 2018","2490.55","2499.25","2461.70","2476.35"
"22 Nov 2018","2438.20","2475.40","2437.95","2467.90"
"21 Nov 2018","2457.20","2460.35","2416.45","2433.30"
"20 Nov 2018","2454.95","2470.80","2437.80","2448.35"
"19 Nov 2018","2457.15","2465.70","2420.25","2459.60"
"16 Nov 2018","2434.35","2447.90","2402.15","2434.10"
"15 Nov 2018","2426.55","2446.90","2403.15","2422.45"
"14 Nov 2018","2442.25","2531.70","2386.00","2419.95"
"13 Nov 2018","2426.15","2437.45","2402.90","2429.15"
"12 Nov 2018","2480.00","2490.65","2428.10","2434.45"
"09 Nov 2018","2466.90","2493.40","2450.25","2488.50"
"07 Nov 2018","2472.90","2483.35","2465.00","2471.45"
"06 Nov 2018","2453.90","2473.75","2449.45","2464.55"
"05 Nov 2018","2468.90","2475.30","2421.10","2442.15"
"02 Nov 2018","2510.80","2526.95","2468.25","2475.85"
"01 Nov 2018","2485.50","2517.50","2477.80","2492.30"
"31 Oct 2018","2468.00","2503.45","2407.60","2489.40"
"30 Oct 2018","2421.30","2480.55","2407.85","2466.10"
"29 Oct 2018","2366.55","2429.55","2350.45","2424.20"
"26 Oct 2018","2371.15","2378.60","2332.25","2359.10"
"25 Oct 2018","2406.05","2420.00","2355.65","2367.05"
"24 Oct 2018","2451.25","2454.20","2387.40","2424.60"
"23 Oct 2018","2428.50","2460.30","2387.95","2415.10"
"22 Oct 2018","2508.40","2525.35","2444.95","2460.25"
"19 Oct 2018","2553.50","2570.90","2470.70","2497.40"
"17 Oct 2018","2632.75","2640.00","2540.95","2551.25"
"16 Oct 2018","2626.40","2626.40","2591.90","2606.95"
"15 Oct 2018","2588.45","2611.30","2561.60","2600.35"
"12 Oct 2018","2558.50","2604.95","2546.60","2566.95"
"11 Oct 2018","2460.75","2561.30","2415.40","2526.05"
"10 Oct 2018","2403.10","2549.40","2403.10","2530.25"
"09 Oct 2018","2365.15","2408.80","2344.80","2398.35"
"08 Oct 2018","2356.85","2371.80","2314.65","2348.30"
"05 Oct 2018","2454.65","2455.65","2340.55","2371.40"
"04 Oct 2018","2454.25","2476.30","2426.55","2460.65"
"03 Oct 2018","2488.85","2510.75","2456.80","2471.65"
"01 Oct 2018","2447.50","2494.30","2375.85","2482.80"
"28 Sep 2018","2500.15","2521.35","2411.90","2447.50"
"27 Sep 2018","2514.95","2541.05","2477.25","2492.60"
"26 Sep 2018","2536.10","2539.45","2506.55","2516.80"
"25 Sep 2018","2510.65","2538.65","2475.75","2521.85"
"24 Sep 2018","2595.60","2596.45","2499.75","2521.25"
"21 Sep 2018","2623.90","2627.50","2463.65","2580.80"
"19 Sep 2018","2667.25","2669.05","2583.75","2604.80"
"18 Sep 2018","2707.40","2719.05","2643.95","2654.95"
"17 Sep 2018","2706.90","2722.95","2682.75","2708.40"
"14 Sep 2018","2696.35","2713.80","2685.05","2710.20"
"12 Sep 2018","2682.55","2697.75","2625.35","2673.00"
"11 Sep 2018","2727.80","2734.30","2649.70","2673.20"
"10 Sep 2018","2708.00","2742.85","2690.05","2712.55"
"07 Sep 2018","2696.75","2725.45","2675.15","2715.70"
"06 Sep 2018","2728.10","2728.10","2589.55","2695.80"
"05 Sep 2018","2765.05","2778.75","2703.55","2739.65"
"04 Sep 2018","2858.95","2860.10","2742.90","2768.75"
"03 Sep 2018","2856.75","2882.90","2842.85","2853.05"
"31 Aug 2018","2864.95","2877.15","2828.30","2840.10"
"30 Aug 2018","2849.10","2871.00","2843.40","2857.35"
"29 Aug 2018","2869.05","2877.15","2843.50","2852.75"
"28 Aug 2018","2883.30","2891.35","2856.90","2865.25"
"27 Aug 2018","2891.55","2891.65","2859.05","2871.75"
"24 Aug 2018","2866.60","2877.90","2841.10","2871.15"
"23 Aug 2018","2904.05","2906.60","2861.45","2866.70"
"21 Aug 2018","2866.75","2901.50","2851.55","2897.60"
"20 Aug 2018","2864.45","2867.40","2844.95","2862.70"
"17 Aug 2018","2831.30","2851.55","2818.85","2845.30"
"16 Aug 2018","2846.75","2851.00","2786.30","2817.25"
"14 Aug 2018","2821.80","2866.45","2821.80","2856.80"
"13 Aug 2018","2891.55","2897.65","2809.65","2817.10"
"10 Aug 2018","2933.65","2934.75","2894.70","2903.20"
"09 Aug 2018","2931.25","2932.85","2901.05","2922.65"
"08 Aug 2018","2931.45","2967.90","2909.30","2927.55"
"07 Aug 2018","2893.75","2923.50","2885.05","2916.30"
"06 Aug 2018","2879.65","2900.00","2870.60","2879.30"
"03 Aug 2018","2851.50","2876.30","2851.35","2867.85"
"02 Aug 2018","2848.35","2861.65","2822.50","2830.95"
"01 Aug 2018","2842.80","2873.70","2835.15","2849.55"
"31 Jul 2018","2844.05","2851.05","2815.45","2832.55"
"30 Jul 2018","2835.20","2846.65","2818.05","2839.95"
"27 Jul 2018","2840.85","2852.30","2820.80","2827.80"
"26 Jul 2018","2846.45","2859.70","2807.75","2827.20"
"25 Jul 2018","2896.95","2901.45","2835.90","2851.25"
"24 Jul 2018","2835.80","2902.00","2831.85","2885.45"
"23 Jul 2018","2817.05","2849.20","2791.25","2835.85"
"20 Jul 2018","2817.35","2828.40","2800.20","2813.75"
"19 Jul 2018","2838.85","2848.60","2784.75","2826.65"
"18 Jul 2018","2841.80","2874.05","2806.10","2832.30"
"17 Jul 2018","2796.35","2842.95","2776.90","2832.85"
"16 Jul 2018","2863.20","2872.55","2786.35","2792.85"
"13 Jul 2018","2986.80","2986.80","2857.90","2862.95"
"12 Jul 2018","3012.15","3018.65","2963.80","2968.50"
"11 Jul 2018","3007.25","3027.05","2993.30","3000.00"
"10 Jul 2018","3019.55","3027.70","2999.40","3009.25"
"09 Jul 2018","3010.70","3020.10","2996.60","3006.25"
"06 Jul 2018","3006.15","3006.15","2972.15","2997.40"
"05 Jul 2018","3011.70","3022.25","2985.10","3010.95"
"04 Jul 2018","3014.95","3021.40","2990.45","3010.90"
"03 Jul 2018","2991.70","3022.45","2965.10","3017.75"
"02 Jul 2018","3031.90","3057.85","2968.25","2991.95"
"29 Jun 2018","3014.85","3037.20","2993.10","3025.70"
"28 Jun 2018","3048.70","3069.05","2983.25","2995.25"
"27 Jun 2018","3103.70","3112.55","3017.60","3043.60"
"26 Jun 2018","3092.95","3133.05","3081.95","3109.65"
"25 Jun 2018","3147.65","3162.50","3094.55","3104.70"
"22 Jun 2018","3151.80","3162.30","3135.55","3147.65"
"21 Jun 2018","3133.70","3181.35","3133.70","3145.25"
"20 Jun 2018","3135.50","3168.45","3133.95","3146.55"
"19 Jun 2018","3159.10","3164.75","3123.70","3133.10"
"18 Jun 2018","3179.10","3186.90","3157.70","3170.75"
"15 Jun 2018","3197.15","3212.70","3166.55","3178.70"
"14 Jun 2018","3218.80","3221.30","3175.90","3188.55"
"13 Jun 2018","3235.70","3243.60","3205.60","3210.90"
"12 Jun 2018","3234.90","3247.65","3220.65","3235.25"
"11 Jun 2018","3203.85","3246.40","3187.30","3227.20"
"08 Jun 2018","3142.95","3200.95","3139.35","3194.35"
"07 Jun 2018","3135.35","3190.60","3134.00","3155.55"
"06 Jun 2018","3090.60","3146.85","3072.10","3133.00"
"05 Jun 2018","3152.80","3167.00","3069.95","3098.55"
"04 Jun 2018","3177.85","3188.15","3150.4","3163.65"
"01 Jun 2018","3177.3","3210.65","3143.7","3165.25"
"31 May 2018","3223.25","3223.55","3168.55","3179.65"
"30 May 2018","3208","3224.1","3186.95","3208"
"29 May 2018","3267.45","3272.9","3204.05","3210.4"
"28 May 2018","3246.45","3280.4","3210.6","3266.8"
"25 May 2018","3190.9","3243.6","3168.05","3228.1"
"24 May 2018","3179.4","3187.75","3165.5","3180.35"
"23 May 2018","3208.9","3217.4","3163.45","3168.85"
"22 May 2018","3154.2","3215.8","3141.5","3209.25"
"21 May 2018","3216.55","3226.05","3142.2","3154.05"
"18 May 2018","3261.35","3265.3","3209.3","3217.05"
"17 May 2018","3295.15","3306.85","3250.65","3261.2"
"16 May 2018","3255.2","3292.75","3242.9","3283"
"15 May 2018","3286.4","3321.1","3239.95","3264.7"
"14 May 2018","3319.05","3360.25","3268.35","3289.15"
"11 May 2018","3282.6","3317.7","3278.65","3303.6"
"10 May 2018","3344.15","3369","3278.8","3286.7"
"09 May 2018","3352.05","3360","3333.6","3338.5"
"08 May 2018","3383.4","3383.85","3341.45","3355.45"
"07 May 2018","3345.15","3383.45","3305.45","3373.55"
"04 May 2018","3348.2","3354.75","3306.4","3316.7"
"03 May 2018","3351.65","3371.75","3319.25","3337.5"
"02 May 2018","3379.95","3423.65","3342.15","3354.55"
"30 Apr 2018","3348.5","3389.85","3348.5","3362.6"
"27 Apr 2018","3341.15","3365.9","3330.35","3356"
"26 Apr 2018","3328.3","3341.35","3307.25","3322.65"
"25 Apr 2018","3338.6","3343.7","3293.8","3323.35"
"24 Apr 2018","3408.9","3426.6","3340.7","3344.3"
"23 Apr 2018","3386.35","3432.6","3381.35","3401.45"
"20 Apr 2018","3402.85","3409.05","3371","3377.5"
"19 Apr 2018","3411.85","3434.25","3402.5","3410.1"
"18 Apr 2018","3356.95","3409.2","3346.45","3391"
"17 Apr 2018","3374.6","3375.6","3338.5","3343.4"
"16 Apr 2018","3334.1","3374.9","3329","3361.85"
"13 Apr 2018","3348.9","3362.2","3337.85","3349.8"
"12 Apr 2018","3349","3380.4","3329.1","3338.95"
"11 Apr 2018","3335.7","3346.15","3306.35","3340.2"
"10 Apr 2018","3356.65","3356.65","3310.2","3330.5"
"09 Apr 2018","3369.75","3392.85","3321.55","3328.4"
"06 Apr 2018","3364.45","3373","3342.15","3365.15"
"05 Apr 2018","3332.25","3371.4","3332.25","3358.6"
"04 Apr 2018","3380.45","3384.6","3300.75","3306.95"
"03 Apr 2018","3331.35","3376.7","3295","3364.3"
"02 Apr 2018","3307.1","3340.4","3293.05","3332.8"
"28 Mar 2018","3328.9","3337.1","3276.6","3286.5"
"27 Mar 2018","3351.25","3381","3333.25","3345.5"
"26 Mar 2018","3229.65","3348.4","3220","3333.25"
"23 Mar 2018","3174.2","3233.1","3151.6","3225.4"
"22 Mar 2018","3271.75","3290.5","3202.45","3216.35"
"21 Mar 2018","3303.25","3304.75","3250.9","3258.35"
"20 Mar 2018","3271.25","3289.55","3249.8","3281.35"
"19 Mar 2018","3323.8","3326.65","3249.5","3269.2"
"16 Mar 2018","3331.1","3370.15","3302.8","3308.2"
"15 Mar 2018","3368.45","3374.8","3319.3","3326.65"
"14 Mar 2018","3281.1","3370.1","3279.45","3356.5"
"13 Mar 2018","3274.2","3313.2","3266.8","3307.05"
"12 Mar 2018","3294.9","3295.7","3249.5","3287.8"
"09 Mar 2018","3262.6","3292.15","3241.1","3259.5"
"08 Mar 2018","3249.6","3265","3213.5","3244.55"
"07 Mar 2018","3250.65","3260","3219.05","3236.25"
"06 Mar 2018","3252.95","3301.15","3228.65","3245.75"
"05 Mar 2018","3262","3262","3218","3232.3"
"01 Mar 2018","3304.55","3323.8","3249.8","3263.5"
"28 Feb 2018","3322.2","3341.05","3294.55","3311.6"
"27 Feb 2018","3387.25","3398.6","3339.45","3345.7"
"26 Feb 2018","3331.95","3387.75","3320.15","3381.9"
"23 Feb 2018","3300.7","3326.8","3289.85","3317.25"
"22 Feb 2018","3301.95","3307.6","3271.55","3285.35"
"21 Feb 2018","3318.3","3336.25","3301.55","3312.85"
"20 Feb 2018","3284.3","3319.05","3262.9","3302.75"
"19 Feb 2018","3320.9","3320.9","3231.05","3280.3"
"16 Feb 2018","3396.9","3402.5","3300.2","3313.55"
"15 Feb 2018","3410.4","3433","3353.05","3363.75"
"14 Feb 2018","3436.75","3462.75","3380.3","3402.85"
"12 Feb 2018","3417.2","3431.75","3395.7","3417.05"
"09 Feb 2018","3341.95","3398.7","3341.75","3379.1"
"08 Feb 2018","3353","3427.1","3334.45","3411.65"
"07 Feb 2018","3341.5","3389.4","3317.15","3344.55"
"06 Feb 2018","3220.35","3312.85","3192.55","3291.6"
"05 Feb 2018","3288.35","3353.8","3252.3","3345.85"
"02 Feb 2018","3435.3","3440.45","3326.15","3346.85"
"01 Feb 2018","3515.3","3515.45","3413.8","3469.3"
"31 Jan 2018","3490.5","3519.1","3474.55","3488.9"
"30 Jan 2018","3537.05","3537.05","3474.6","3499.05"
"29 Jan 2018","3530.05","3573.5","3519.5","3530.8"
"25 Jan 2018","3541.6","3549.1","3497.95","3507.45"
"24 Jan 2018","3551.3","3570.55","3505.6","3537.8"
"23 Jan 2018","3557.5","3567.5","3525.3","3549.6"
"22 Jan 2018","3544.05","3591.25","3529.95","3558.55"
"19 Jan 2018","3502.35","3549.4","3476.8","3540.55"
"18 Jan 2018","3605.3","3621.1","3496.4","3517.5"
"17 Jan 2018","3627.45","3627.55","3538.35","3565.2"
"16 Jan 2018","3662.35","3675.85","3604.4","3617.9"
"15 Jan 2018","3621.3","3670.8","3620.8","3642.7"
"12 Jan 2018","3548.75","3616.05","3543.7","3592.1"
"11 Jan 2018","3523.05","3540.4","3499.95","3531.6"
"10 Jan 2018","3538","3547.15","3506.85","3515.05"
"09 Jan 2018","3577.6","3579.15","3524.85","3528.6"
"08 Jan 2018","3543.45","3582.1","3540.45","3572.4"
"05 Jan 2018","3485.85","3539.25","3480.75","3529.55"
"04 Jan 2018","3476.95","3483.05","3461.45","3479"
"03 Jan 2018","3477.9","3486.7","3461.35","3466.85"
"02 Jan 2018","3477.6","3496.1","3441.3","3456.8"
"01 Jan 2018","3471.4","3498.9","3445.25","3461.4"
"29 Dec 2017","3482.8","3494.3","3457","3464.3"
"28 Dec 2017","3492.45","3505.8","3464.25","3470.55"
"27 Dec 2017","3472.8","3502.25","3463.75","3480.55"
"26 Dec 2017","3449.7","3478.45","3446.2","3465.15"
"22 Dec 2017","3446.15","3450.25","3418.55","3445.8"
"21 Dec 2017","3415.2","3466.35","3413.65","3422.1"
"20 Dec 2017","3378.6","3416.25","3376.25","3404.55"
"19 Dec 2017","3367.35","3387.55","3359.1","3380.05"
"18 Dec 2017","3331.2","3398.7","3257.1","3349.4"
"15 Dec 2017","3357.1","3369.05","3320.55","3330.65"
"14 Dec 2017","3327","3335.7","3278.75","3301.75"
"13 Dec 2017","3316.95","3354","3295.15","3310.5"
"12 Dec 2017","3337.5","3351.2","3303.5","3308.9"
"11 Dec 2017","3327.9","3361","3323.1","3328.35"
"08 Dec 2017","3334.55","3351.7","3302.7","3312.7"
"07 Dec 2017","3287.7","3331.3","3280.55","3323.9"
"06 Dec 2017","3278.85","3302.55","3266.05","3278.35"
"05 Dec 2017","3260","3297.1","3215.85","3291.7"
"04 Dec 2017","3284.15","3291.75","3221.3","3261.9"
"01 Dec 2017","3340.3","3378.05","3243.9","3252.85"
"30 Nov 2017","3330.9","3349.15","3311.45","3318.8"
"29 Nov 2017","3358.95","3402.9","3326.65","3346.9"
"28 Nov 2017","3335.85","3370.25","3288.75","3360.8"
"27 Nov 2017","3252.9","3348.85","3244.1","3337"
"24 Nov 2017","3239.05","3276.6","3223.25","3265.4"
"23 Nov 2017","3245.15","3256.55","3214","3247.25"
"22 Nov 2017","3168.9","3246.7","3157.9","3238.75"
"21 Nov 2017","3138.05","3181.8","3137.2","3156.5"
"20 Nov 2017","3134.25","3137","3108.65","3129.3"
"17 Nov 2017","3153.55","3165.9","3129.3","3136.65"
"16 Nov 2017","3131.55","3144.1","3114.35","3136.2"
"15 Nov 2017","3159.35","3163.1","3114.05","3125.25"
"14 Nov 2017","3167.4","3173.45","3146.9","3159.45"
"13 Nov 2017","3190.7","3202.9","3162.8","3169.65"
"10 Nov 2017","3170.45","3200.35","3040.95","3186.35"
"09 Nov 2017","3172.95","3191.3","3134.9","3168.5"
"08 Nov 2017","3174.05","3193.95","3146.8","3171.7"
"07 Nov 2017","3203.65","3217.45","3155.75","3167.25"
"06 Nov 2017","3195.25","3213.2","3173.75","3197.4"
"03 Nov 2017","3154.15","3198.6","3137.1","3194"
"02 Nov 2017","3143.95","3143.95","3110","3119.4"
"01 Nov 2017","3165.2","3171.2","3124.4","3135.4"
"31 Oct 2017","3158.05","3180.55","3142.2","3151.25"
"30 Oct 2017","3158.3","3171.85","3145.35","3159.5"
"27 Oct 2017","3112.95","3158.7","3090.6","3147.8"
"26 Oct 2017","3082.7","3121.05","3060.85","3101.65"
"25 Oct 2017","3088.15","3109.8","3039.9","3076.15"
"24 Oct 2017","2966.25","3086.5","2958.15","3056.45"
"23 Oct 2017","2956.9","2987.8","2920.65","2950"
"19 Oct 2017","2973.15","2976.05","2931.9","2943.4"
"18 Oct 2017","2951.8","2963.85","2917.65","2953.8"
"17 Oct 2017","3016.95","3024.05","2961.7","2970.1"
"16 Oct 2017","3016.1","3028.3","3003.25","3023.15"
"13 Oct 2017","3025.15","3032.3","2999.7","3009.8"
"12 Oct 2017","3020.65","3030.45","2996.9","3023.4"
"11 Oct 2017","3071.8","3076.85","2979.95","3004.55"
"10 Oct 2017","3064.75","3073.5","3040.75","3063.25"
"09 Oct 2017","3040.45","3061.95","3024.05","3051.9"
"06 Oct 2017","3018.7","3025.3","3007.8","3019.85"
"05 Oct 2017","2998.25","3023.35","2988.15","3012.65"
"04 Oct 2017","2990.95","3002","2976.4","2994.65"
"03 Oct 2017","3008.3","3011.1","2982.95","2989.15"
"29 Sep 2017","2976.25","3007.85","2970.35","2983.6"
"28 Sep 2017","2974.25","2975.8","2931.15","2962.3"
"27 Sep 2017","3027.7","3035.1","2960","2968.85"
"26 Sep 2017","3013.25","3017.15","2975.3","3004.7"
"25 Sep 2017","3032.4","3039.6","2979.9","3014.8"
"22 Sep 2017","3089.8","3092.35","3020.85","3027.95"
"21 Sep 2017","3166.8","3169.5","3077.05","3100.65"
"20 Sep 2017","3163.15","3178.65","3145.75","3158.55"
"19 Sep 2017","3167.65","3175.1","3143.9","3162.35"
"18 Sep 2017","3112.25","3167.1","3110.6","3155.55"
"15 Sep 2017","3085.75","3107.9","3056.25","3099.55"
"14 Sep 2017","3096.8","3100.35","3074.55","3089.7"
"13 Sep 2017","3100.45","3109.05","3074.45","3083.05"
"12 Sep 2017","3072.95","3105.05","3063.85","3088.45"
"11 Sep 2017","3058.8","3069.35","3049.85","3053.1"
"08 Sep 2017","3065.9","3079.8","3028.95","3039.75"
"07 Sep 2017","3070.65","3086.25","3055.65","3059.1"
"06 Sep 2017","3046.2","3071.6","3039.9","3059.85"
"05 Sep 2017","3055.4","3073.7","3048.35","3054.8"
"04 Sep 2017","3029.8","3058.2","3005.15","3045.4"
